week,committer,penalty_type,penalty_category,total_penalties,total_yards,avg_yards_per_penalty
9,Southern Miss,Roughing the Passer,Personal / Contact,1,15.0,15.0
9,Southern Miss,Targeting,Personal / Contact,1,34.0,34.0
9,Stanford,Holding,Blocking / Holding,1,0.0,0.0
9,Stanford,Offside,Procedural,2,10.0,5.0
9,Stanford,Other / Unclassified,Blocking / Holding,1,27.0,27.0
9,Stanford,Other / Unclassified,Other,1,14.0,14.0
9,Stanford,Pass Interference,Personal / Contact,1,10.0,10.0
9,Syracuse,False Start,Procedural,3,15.0,5.0
9,Syracuse,Holding,Blocking / Holding,2,74.0,37.0
9,Syracuse,Offside,Procedural,1,5.0,5.0
9,Syracuse,Other / Unclassified,Administrative,1,37.0,37.0
9,Syracuse,Personal Foul,Personal / Contact,1,57.0,57.0
9,TCU,False Start,Procedural,3,15.0,5.0
9,TCU,Holding,Blocking / Holding,3,64.0,21.33
9,TCU,Illegal Formation,Procedural,1,28.0,28.0
9,TCU,Pass Interference,Personal / Contact,1,15.0,15.0
9,TCU,Pass Interference,Procedural,1,0.0,0.0
9,Temple,Offside,Procedural,2,4.0,2.0
9,Temple,Other / Unclassified,Safety / Tackling,1,8.0,8.0
9,Tennessee,Delay of Game,Procedural,1,5.0,5.0
9,Tennessee,Holding,Blocking / Holding,4,54.0,13.5
9,Tennessee,Offside,Procedural,1,7.0,7.0
9,Tennessee,Pass Interference,Personal / Contact,1,11.0,11.0
9,Tennessee,Personal Foul,Personal / Contact,1,14.0,14.0
9,Texas,False Start,Procedural,3,15.0,5.0
9,Texas,Holding,Blocking / Holding,1,0.0,0.0
9,Texas,Offside,Procedural,1,2.0,2.0
9,Texas,Other / Unclassified,Blocking / Holding,1,58.0,58.0
9,Texas,Other / Unclassified,Other,1,5.0,5.0
9,Texas,Pass Interference,Personal / Contact,2,2.0,1.0
9,Texas,Roughing the Passer,Personal / Contact,1,15.0,15.0
9,Texas A&M,False Start,Procedural,2,0.0,0.0
9,Texas A&M,Holding,Blocking / Holding,1,10.0,10.0
9,Texas Tech,Holding,Blocking / Holding,1,8.0,8.0
9,Texas Tech,Offside,Procedural,3,59.0,19.67
9,Texas Tech,Other / Unclassified,Administrative,1,5.0,5.0
9,Texas Tech,Pass Interference,Personal / Contact,1,11.0,11.0
9,Toledo,Face Mask,Other,1,12.0,12.0
9,Toledo,False Start,Procedural,1,5.0,5.0
9,Toledo,Holding,Blocking / Holding,1,0.0,0.0
9,Toledo,Offside,Procedural,2,6.0,3.0
9,Toledo,Other / Unclassified,Other,1,5.0,5.0
9,Toledo,Pass Interference,Personal / Contact,2,30.0,15.0
9,Troy,False Start,Procedural,1,5.0,5.0
9,Troy,Holding,Blocking / Holding,1,10.0,10.0
9,Troy,Personal Foul,Personal / Contact,1,15.0,15.0
9,Tulsa,Pass Interference,Personal / Contact,6,100.0,16.67
9,Tulsa,Personal Foul,Personal / Contact,1,15.0,15.0
9,Tulsa,Roughing the Passer,Personal / Contact,2,58.0,29.0
9,UCLA,False Start,Procedural,1,5.0,5.0
9,UCLA,Other / Unclassified,Blocking / Holding,1,49.0,49.0
9,UCLA,Pass Interference,Personal / Contact,1,15.0,15.0
9,UCLA,Unsportsmanlike Conduct,Personal / Contact,2,21.0,10.5
9,UConn,Pass Interference,Personal / Contact,1,15.0,15.0
9,UConn,Personal Foul,Personal / Contact,1,15.0,15.0
9,UL Monroe,Delay of Game,Procedural,1,5.0,5.0
9,UL Monroe,False Start,Procedural,1,5.0,5.0
9,UL Monroe,Holding,Blocking / Holding,1,7.0,7.0
9,UL Monroe,Offside,Procedural,3,15.0,5.0
9,Utah,Delay of Game,Procedural,1,5.0,5.0
9,Utah,False Start,Procedural,1,5.0,5.0
9,Utah,Other / Unclassified,Administrative,1,5.0,5.0
9,Utah,Personal Foul,Personal / Contact,3,17.0,5.67
9,Utah State,Face Mask,Other,1,10.0,10.0
9,Utah State,False Start,Procedural,2,10.0,5.0
9,Utah State,Holding,Blocking / Holding,3,27.0,9.0
9,Utah State,Offside,Procedural,3,111.0,37.0
9,Utah State,Other / Unclassified,Procedural,1,2.0,2.0
9,Vanderbilt,Delay of Game,Procedural,1,5.0,5.0
9,Vanderbilt,Face Mask,Other,1,4.0,4.0
9,Vanderbilt,False Start,Procedural,1,5.0,5.0
9,Vanderbilt,Holding,Blocking / Holding,2,21.0,10.5
9,Vanderbilt,Illegal Formation,Procedural,1,46.0,46.0
9,Vanderbilt,Other / Unclassified,Other,1,15.0,15.0
9,Vanderbilt,Pass Interference,Personal / Contact,1,15.0,15.0
9,Vanderbilt,Roughing the Passer,Personal / Contact,1,15.0,15.0
9,Virginia,Holding,Blocking / Holding,2,6.0,3.0
9,Virginia,Illegal Formation,Procedural,1,45.0,45.0
9,Virginia,Other / Unclassified,Other,1,15.0,15.0
9,Virginia,Roughing the Passer,Personal / Contact,1,15.0,15.0
9,Virginia Tech,False Start,Procedural,4,20.0,5.0
9,Virginia Tech,Offside,Procedural,1,0.0,0.0
9,Virginia Tech,Roughing the Passer,Personal / Contact,1,15.0,15.0
9,Virginia Tech,Unsportsmanlike Conduct,Personal / Contact,1,5.0,5.0
9,Washington,Face Mask,Other,1,3.0,3.0
9,Washington,Holding,Blocking / Holding,2,15.0,7.5
9,Washington,Illegal Formation,Procedural,1,1.0,1.0
9,Washington,Other / Unclassified,Other,2,102.0,51.0
9,Washington,Personal Foul,Personal / Contact,2,16.0,8.0
9,Washington State,False Start,Procedural,1,5.0,5.0
9,Washington State,Holding,Blocking / Holding,2,28.0,14.0
9,Washington State,Offside,Procedural,1,5.0,5.0
9,Washington State,Other / Unclassified,Other,2,38.0,19.0
9,West Virginia,Holding,Blocking / Holding,1,0.0,0.0
9,West Virginia,Offside,Procedural,2,99.0,49.5
9,West Virginia,Pass Interference,Personal / Contact,2,30.0,15.0
9,Western Kentucky,False Start,Procedural,2,9.0,4.5
9,Western Kentucky,Holding,Blocking / Holding,2,13.0,6.5
9,Western Kentucky,Offside,Procedural,1,5.0,5.0
9,Western Kentucky,Other / Unclassified,Administrative,1,0.0,0.0
9,Western Kentucky,Other / Unclassified,Blocking / Holding,1,49.0,49.0
9,Western Kentucky,Personal Foul,Personal / Contact,1,0.0,0.0
9,Western Kentucky,Targeting,Personal / Contact,1,11.0,11.0
9,Western Michigan,Pass Interference,Personal / Contact,1,10.0,10.0
9,Wisconsin,Delay of Game,Procedural,1,5.0,5.0
9,Wisconsin,False Start,Procedural,1,5.0,5.0
9,Wisconsin,Holding,Blocking / Holding,2,9.0,4.5
9,Wisconsin,Offside,Procedural,1,5.0,5.0
9,Wisconsin,Pass Interference,Personal / Contact,1,15.0,15.0
9,Wisconsin,Personal Foul,Personal / Contact,1,0.0,0.0
9,Wyoming,False Start,Procedural,3,15.0,5.0
9,Wyoming,Holding,Blocking / Holding,1,47.0,47.0
9,Wyoming,Offside,Procedural,1,7.0,7.0
9,Wyoming,Other / Unclassified,Administrative,1,5.0,5.0
9,Wyoming,Pass Interference,Personal / Contact,2,28.0,14.0
9,Wyoming,Unsportsmanlike Conduct,Personal / Contact,1,10.0,10.0
10,Air Force,Illegal Formation,Procedural,1,2.0,2.0
10,Air Force,Roughing the Passer,Personal / Contact,1,13.0,13.0
10,Arizona,False Start,Procedural,1,5.0,5.0
10,Arizona,Holding,Blocking / Holding,2,53.0,26.5
10,Arizona,Offside,Procedural,1,5.0,5.0
10,Arizona,Other / Unclassified,Administrative,1,5.0,5.0
10,Arizona,Other / Unclassified,Other,1,41.0,41.0
10,Arizona,Roughing the Passer,Personal / Contact,1,15.0,15.0
10,Arizona,Targeting,Personal / Contact,1,15.0,15.0
10,Arizona State,False Start,Procedural,1,5.0,5.0
10,Arizona State,Holding,Blocking / Holding,5,131.0,26.2
10,Arizona State,Other / Unclassified,Administrative,1,0.0,0.0
10,Arizona State,Pass Interference,Personal / Contact,3,31.0,10.33
10,Arizona State,Personal Foul,Personal / Contact,1,15.0,15.0
10,Arkansas,Face Mask,Other,1,43.0,43.0
10,Arkansas,Holding,Blocking / Holding,6,86.0,14.33
10,Arkansas,Illegal Formation,Procedural,1,10.0,10.0
10,Arkansas,Offside,Procedural,1,45.0,45.0
10,Arkansas,Other / Unclassified,Administrative,1,0.0,0.0
10,Arkansas,Other / Unclassified,Other,1,0.0,0.0
10,Arkansas,Pass Interference,Personal / Contact,1,12.0,12.0
10,Arkansas,Personal Foul,Personal / Contact,1,67.0,67.0
10,Arkansas,Roughing the Passer,Personal / Contact,1,33.0,33.0
10,Arkansas,Targeting,Personal / Contact,1,5.0,5.0
10,Arkansas,Unsportsmanlike Conduct,Personal / Contact,2,30.0,15.0
10,Arkansas State,False Start,Procedural,3,15.0,5.0
10,Arkansas State,Holding,Blocking / Holding,1,13.0,13.0
10,Arkansas State,Illegal Formation,Procedural,1,37.0,37.0
10,Arkansas State,Offside,Procedural,1,19.0,19.0
10,Arkansas State,Other / Unclassified,Other,1,15.0,15.0
10,Arkansas State,Pass Interference,Personal / Contact,2,27.0,13.5
10,Arkansas State,Personal Foul,Personal / Contact,1,15.0,15.0
10,Army,Illegal Formation,Procedural,1,16.0,16.0
10,Army,Pass Interference,Personal / Contact,2,30.0,15.0
10,Army,Personal Foul,Personal / Contact,1,6.0,6.0
10,Auburn,False Start,Procedural,1,5.0,5.0
10,Auburn,Holding,Blocking / Holding,3,57.0,19.0
10,Baylor,Holding,Blocking / Holding,1,3.0,3.0
10,Baylor,Illegal Formation,Procedural,1,2.0,2.0
10,Baylor,Other / Unclassified,Other,1,10.0,10.0
10,Boise State,False Start,Procedural,2,10.0,5.0
10,Boise State,Holding,Blocking / Holding,1,0.0,0.0
10,Boise State,Other / Unclassified,Administrative,1,45.0,45.0
10,Boston College,False Start,Procedural,2,10.0,5.0
10,Boston College,Holding,Blocking / Holding,1,10.0,10.0
10,Boston College,Offside,Procedural,1,5.0,5.0
10,Boston College,Other / Unclassified,Other,1,0.0,0.0
10,Boston College,Personal Foul,Personal / Contact,1,15.0,15.0
10,Boston College,Roughing the Passer,Personal / Contact,1,19.0,19.0
10,Boston College,Unsportsmanlike Conduct,Personal / Contact,1,6.0,6.0
10,Buffalo,Delay of Game,Procedural,1,5.0,5.0
10,Buffalo,False Start,Procedural,1,5.0,5.0
10,Buffalo,Holding,Blocking / Holding,1,12.0,12.0
10,Buffalo,Pass Interference,Personal / Contact,2,30.0,15.0
10,California,False Start,Procedural,1,5.0,5.0
10,California,Holding,Blocking / Holding,2,103.0,51.5
10,California,Offside,Procedural,1,38.0,38.0
10,California,Other / Unclassified,Blocking / Holding,1,59.0,59.0
10,California,Other / Unclassified,Other,1,1.0,1.0
10,Central Michigan,Holding,Blocking / Holding,1,1.0,1.0
10,Central Michigan,Other / Unclassified,Other,1,1.0,1.0
10,Central Michigan,Personal Foul,Personal / Contact,1,5.0,5.0
10,Cincinnati,False Start,Procedural,2,10.0,5.0
10,Cincinnati,Holding,Blocking / Holding,1,0.0,0.0
10,Cincinnati,Offside,Procedural,2,2.0,1.0
10,Clemson,False Start,Procedural,1,5.0,5.0
10,Clemson,Holding,Blocking / Holding,1,20.0,20.0
10,Clemson,Offside,Procedural,1,5.0,5.0
10,Clemson,Other / Unclassified,Blocking / Holding,2,60.0,30.0
10,Clemson,Pass Interference,Personal / Contact,2,20.0,10.0
10,Colorado,Delay of Game,Procedural,3,15.0,5.0
10,Colorado,False Start,Procedural,1,5.0,5.0
10,Colorado,Holding,Blocking / Holding,4,74.0,18.5
10,Colorado,Illegal Formation,Procedural,1,2.0,2.0
10,Colorado,Offside,Procedural,2,12.0,6.0
10,Colorado,Other / Unclassified,Administrative,1,75.0,75.0
10,Colorado,Other / Unclassified,Other,1,0.0,0.0
10,Colorado,Unsportsmanlike Conduct,Personal / Contact,1,10.0,10.0
10,Delaware,Other / Unclassified,Administrative,1,30.0,30.0
10,Delaware,Other / Unclassified,Procedural,1,5.0,5.0
10,Delaware,Pass Interference,Personal / Contact,1,7.0,7.0
10,Delaware,Personal Foul,Personal / Contact,1,22.0,22.0
10,Duke,Delay of Game,Procedural,1,5.0,5.0
10,Duke,Face Mask,Other,1,0.0,0.0
10,Duke,False Start,Procedural,1,5.0,5.0
10,Duke,Holding,Blocking / Holding,3,28.0,9.33
10,Duke,Offside,Procedural,2,10.0,5.0
10,Duke,Pass Interference,Personal / Contact,2,25.0,12.5
10,East Carolina,False Start,Procedural,1,5.0,5.0
10,East Carolina,Holding,Blocking / Holding,3,40.0,13.33
10,East Carolina,Offside,Procedural,1,20.0,20.0
10,East Carolina,Other / Unclassified,Administrative,1,47.0,47.0
10,Florida,False Start,Procedural,1,5.0,5.0
10,Florida,Holding,Blocking / Holding,1,11.0,11.0
10,Florida,Offside,Procedural,1,5.0,5.0
10,Florida,Other / Unclassified,Other,1,46.0,46.0
10,Florida,Pass Interference,Personal / Contact,2,20.0,10.0
10,Florida,Targeting,Personal / Contact,1,7.0,7.0
10,Florida International,Delay of Game,Procedural,3,15.0,5.0
10,Florida International,False Start,Procedural,1,5.0,5.0
10,Florida International,Holding,Blocking / Holding,1,53.0,53.0
10,Florida International,Offside,Procedural,1,27.0,27.0
10,Florida International,Other / Unclassified,Other,1,45.0,45.0
10,Florida International,Pass Interference,Personal / Contact,1,15.0,15.0
10,Florida International,Roughing the Passer,Personal / Contact,1,11.0,11.0
10,Florida International,Unsportsmanlike Conduct,Personal / Contact,1,15.0,15.0
10,Florida State,False Start,Procedural,1,5.0,5.0
10,Florida State,Holding,Blocking / Holding,1,10.0,10.0
10,Florida State,Other / Unclassified,Other,1,11.0,11.0
10,Florida State,Pass Interference,Personal / Contact,2,30.0,15.0
10,Fresno State,Delay of Game,Procedural,1,5.0,5.0
10,Fresno State,False Start,Procedural,6,30.0,5.0
10,Fresno State,Holding,Blocking / Holding,3,86.0,28.67
10,Fresno State,Other / Unclassified,Other,2,17.0,8.5
10,Fresno State,Pass Interference,Personal / Contact,2,30.0,15.0
10,Fresno State,Roughing the Passer,Personal / Contact,1,15.0,15.0
10,Fresno State,Unsportsmanlike Conduct,Personal / Contact,1,15.0,15.0
10,Georgia,False Start,Procedural,2,10.0,5.0
10,Georgia,Holding,Blocking / Holding,2,18.0,9.0
10,Georgia,Pass Interference,Personal / Contact,1,15.0,15.0
10,Georgia Tech,Face Mask,Other,1,69.0,69.0
10,Georgia Tech,False Start,Procedural,4,19.0,4.75
10,Georgia Tech,Holding,Blocking / Holding,2,53.0,26.5
10,Georgia Tech,Pass Interference,Personal / Contact,2,15.0,7.5
10,Georgia Tech,Targeting,Personal / Contact,2,30.0,15.0
10,Hawai'i,False Start,Procedural,2,10.0,5.0
10,Hawai'i,Holding,Blocking / Holding,2,11.0,5.5
10,Hawai'i,Offside,Procedural,3,85.0,28.33
10,Hawai'i,Other / Unclassified,Administrative,2,12.0,6.0
10,Hawai'i,Other / Unclassified,Other,2,0.0,0.0
10,Hawai'i,Personal Foul,Personal / Contact,1,6.0,6.0
10,Houston,Face Mask,Other,1,30.0,30.0
10,Houston,False Start,Procedural,1,5.0,5.0
10,Houston,Holding,Blocking / Holding,2,20.0,10.0
10,Houston,Offside,Procedural,3,28.0,9.33
10,Houston,Pass Interference,Personal / Contact,2,30.0,15.0
10,Illinois,Holding,Blocking / Holding,2,11.0,5.5
10,Illinois,Offside,Procedural,1,7.0,7.0
10,Illinois,Pass Interference,Procedural,1,23.0,23.0
10,Indiana,False Start,Procedural,2,10.0,5.0
10,Indiana,Holding,Blocking / Holding,3,64.0,21.33
10,Iowa State,False Start,Procedural,2,9.0,4.5
10,Iowa State,Holding,Blocking / Holding,1,2.0,2.0
10,Iowa State,Other / Unclassified,Blocking / Holding,1,65.0,65.0
10,Iowa State,Pass Interference,Personal / Contact,1,15.0,15.0
10,Iowa State,Personal Foul,Personal / Contact,1,21.0,21.0
10,Iowa State,Roughing the Passer,Personal / Contact,1,7.0,7.0
10,Iowa State,Unsportsmanlike Conduct,Personal / Contact,1,9.0,9.0
10,Jacksonville State,Face Mask,Other,1,34.0,34.0
10,Jacksonville State,Holding,Blocking / Holding,1,45.0,45.0
10,James Madison,Face Mask,Other,1,6.0,6.0
10,James Madison,False Start,Procedural,2,5.0,2.5
10,James Madison,Holding,Blocking / Holding,2,11.0,5.5
10,James Madison,Other / Unclassified,Administrative,3,51.0,17.0
10,James Madison,Other / Unclassified,Other,1,3.0,3.0
10,Kansas,Face Mask,Other,1,3.0,3.0
10,Kansas,Offside,Procedural,1,45.0,45.0
10,Kansas,Pass Interference,Personal / Contact,1,29.0,29.0
10,Kansas State,False Start,Procedural,1,5.0,5.0
10,Kansas State,Holding,Blocking / Holding,1,8.0,8.0
10,Kansas State,Other / Unclassified,Other,1,0.0,0.0
10,Kennesaw State,Holding,Blocking / Holding,1,6.0,6.0
10,Kennesaw State,Offside,Procedural,1,5.0,5.0
10,Kennesaw State,Unsportsmanlike Conduct,Personal / Contact,1,3.0,3.0
10,Kentucky,False Start,Procedural,2,10.0,5.0
10,Kentucky,Holding,Blocking / Holding,1,10.0,10.0
10,Kentucky,Offside,Procedural,1,4.0,4.0
10,Liberty,Other / Unclassified,Other,1,35.0,35.0
10,Louisiana,Delay of Game,Procedural,1,5.0,5.0
10,Louisiana,Face Mask,Other,1,6.0,6.0
10,Louisiana,False Start,Procedural,2,10.0,5.0
10,Louisiana,Illegal Motion,Other,1,22.0,22.0
10,Louisiana,Offside,Procedural,3,6.0,2.0
10,Louisiana,Other / Unclassified,Other,1,1.0,1.0
10,Louisiana,Personal Foul,Personal / Contact,1,62.0,62.0
10,Louisiana Tech,Other / Unclassified,Blocking / Holding,1,41.0,41.0
10,Louisiana Tech,Other / Unclassified,Other,2,90.0,45.0
10,Louisiana Tech,Unsportsmanlike Conduct,Personal / Contact,3,45.0,15.0
10,Louisville,False Start,Procedural,2,10.0,5.0
10,Louisville,Holding,Blocking / Holding,2,38.0,19.0
10,Louisville,Offside,Procedural,1,0.0,0.0
10,Louisville,Other / Unclassified,Blocking / Holding,1,1.0,1.0
10,Louisville,Targeting,Personal / Contact,1,15.0,15.0
10,Louisville,Unsportsmanlike Conduct,Personal / Contact,1,65.0,65.0
10,Marshall,Face Mask,Other,1,1.0,1.0
10,Marshall,False Start,Procedural,1,5.0,5.0
10,Marshall,Holding,Blocking / Holding,5,188.0,37.6
10,Marshall,Offside,Procedural,2,8.0,4.0
10,Marshall,Other / Unclassified,Administrative,1,13.0,13.0
10,Marshall,Other / Unclassified,Blocking / Holding,1,3.0,3.0
10,Marshall,Personal Foul,Personal / Contact,1,19.0,19.0
10,Marshall,Unsportsmanlike Conduct,Personal / Contact,1,3.0,3.0
10,Maryland,False Start,Procedural,1,5.0,5.0
10,Memphis,Holding,Blocking / Holding,1,10.0,10.0
10,Memphis,Other / Unclassified,Other,1,5.0,5.0
10,Memphis,Roughing the Passer,Personal / Contact,1,13.0,13.0
10,Miami,False Start,Procedural,4,20.0,5.0
10,Miami,Holding,Blocking / Holding,3,18.0,6.0
10,Miami,Other / Unclassified,Administrative,1,30.0,30.0
10,Miami,Other / Unclassified,Other,1,5.0,5.0
10,Miami,Pass Interference,Personal / Contact,1,15.0,15.0
10,Miami,Roughing the Passer,Personal / Contact,1,18.0,18.0
10,Michigan,Offside,Procedural,1,60.0,60.0
10,Michigan,Other / Unclassified,Other,1,6.0,6.0
10,Michigan State,Delay of Game,Procedural,1,5.0,5.0
10,Michigan State,False Start,Procedural,1,5.0,5.0
10,Michigan State,Holding,Blocking / Holding,2,35.0,17.5
10,Middle Tennessee,Holding,Blocking / Holding,1,7.0,7.0
10,Middle Tennessee,Other / Unclassified,Administrative,1,2.0,2.0
10,Minnesota,Face Mask,Other,2,16.0,8.0
10,Minnesota,Illegal Formation,Procedural,1,37.0,37.0
10,Minnesota,Offside,Procedural,2,10.0,5.0
10,Minnesota,Pass Interference,Personal / Contact,4,39.0,9.75
10,Mississippi State,False Start,Procedural,2,10.0,5.0
10,Mississippi State,Other / Unclassified,Other,1,5.0,5.0
10,Mississippi State,Pass Interference,Personal / Contact,1,15.0,15.0
10,Mississippi State,Roughing the Passer,Personal / Contact,1,15.0,15.0
10,Missouri State,Holding,Blocking / Holding,1,8.0,8.0
10,Missouri State,Personal Foul,Personal / Contact,1,20.0,20.0
10,NC State,Pass Interference,Personal / Contact,1,2.0,2.0
10,Navy,Delay of Game,Procedural,1,5.0,5.0
10,Navy,False Start,Procedural,3,15.0,5.0
10,Navy,Holding,Blocking / Holding,2,14.0,7.0
10,Navy,Offside,Procedural,2,31.0,15.5
10,Navy,Other / Unclassified,Other,1,11.0,11.0
10,Nebraska,Holding,Blocking / Holding,1,0.0,0.0
10,Nebraska,Illegal Formation,Procedural,1,40.0,40.0
10,Nebraska,Pass Interference,Personal / Contact,1,15.0,15.0
10,Nebraska,Unsportsmanlike Conduct,Personal / Contact,1,15.0,15.0
10,New Mexico,False Start,Procedural,1,5.0,5.0
10,New Mexico,Holding,Blocking / Holding,2,42.0,21.0
10,New Mexico,Illegal Formation,Procedural,1,7.0,7.0
10,New Mexico,Other / Unclassified,Administrative,2,11.0,5.5
10,New Mexico State,False Start,Procedural,5,25.0,5.0
10,New Mexico State,Holding,Blocking / Holding,2,11.0,5.5
10,New Mexico State,Offside,Procedural,3,16.0,5.33
10,New Mexico State,Unsportsmanlike Conduct,Personal / Contact,1,15.0,15.0
10,North Carolina,False Start,Procedural,1,5.0,5.0
10,North Carolina,Personal Foul,Personal / Contact,1,2.0,2.0
10,North Texas,Holding,Blocking / Holding,1,10.0,10.0
10,North Texas,Offside,Procedural,3,62.0,20.67
10,Notre Dame,Delay of Game,Procedural,1,5.0,5.0
10,Notre Dame,False Start,Procedural,1,5.0,5.0
10,Notre Dame,Holding,Blocking / Holding,1,20.0,20.0
10,Notre Dame,Offside,Procedural,1,9.0,9.0
10,Notre Dame,Pass Interference,Personal / Contact,1,15.0,15.0
10,Notre Dame,Personal Foul,Personal / Contact,2,26.0,13.0
10,Notre Dame,Roughing the Passer,Personal / Contact,1,12.0,12.0
10,Ohio State,Other / Unclassified,Other,1,43.0,43.0
10,Ohio State,Roughing the Passer,Personal / Contact,1,15.0,15.0
10,Ohio State,Targeting,Personal / Contact,1,15.0,15.0
10,Oklahoma,Delay of Game,Procedural,1,5.0,5.0
10,Oklahoma,False Start,Procedural,3,15.0,5.0
10,Oklahoma,Holding,Blocking / Holding,3,16.0,5.33
10,Oklahoma,Illegal Formation,Procedural,1,3.0,3.0
10,Oklahoma,Personal Foul,Personal / Contact,1,3.0,3.0
10,Oklahoma State,Other / Unclassified,Procedural,1,16.0,16.0
10,Oklahoma State,Targeting,Personal / Contact,2,22.0,11.0
10,Old Dominion,Delay of Game,Procedural,1,5.0,5.0
10,Old Dominion,False Start,Procedural,1,5.0,5.0
10,Old Dominion,Holding,Blocking / Holding,2,17.0,8.5
10,Old Dominion,Offside,Procedural,2,15.0,7.5
10,Old Dominion,Other / Unclassified,Blocking / Holding,1,58.0,58.0
10,Old Dominion,Other / Unclassified,Other,5,84.0,16.8
10,Old Dominion,Pass Interference,Personal / Contact,3,26.0,8.67
10,Ole Miss,Holding,Blocking / Holding,1,17.0,17.0
10,Ole Miss,Illegal Formation,Procedural,1,1.0,1.0
10,Ole Miss,Personal Foul,Personal / Contact,1,1.0,1.0
10,Ole Miss,Unsportsmanlike Conduct,Personal / Contact,1,15.0,15.0
10,Oregon State,Face Mask,Other,1,1.0,1.0
10,Oregon State,Holding,Blocking / Holding,1,44.0,44.0
10,Oregon State,Offside,Procedural,2,10.0,5.0
10,Oregon State,Pass Interference,Personal / Contact,1,15.0,15.0
10,Oregon State,Unsportsmanlike Conduct,Personal / Contact,3,35.0,11.67
10,Penn State,Illegal Motion,Other,1,14.0,14.0
10,Penn State,Pass Interference,Personal / Contact,1,15.0,15.0
10,Pittsburgh,Delay of Game,Procedural,1,5.0,5.0
10,Pittsburgh,False Start,Procedural,1,5.0,5.0
10,Pittsburgh,Holding,Blocking / Holding,3,37.0,12.33
10,Pittsburgh,Pass Interference,Personal / Contact,2,26.0,13.0
10,Pittsburgh,Personal Foul,Personal / Contact,2,19.0,9.5
10,Pittsburgh,Roughing the Passer,Personal / Contact,1,31.0,31.0
10,Pittsburgh,Unsportsmanlike Conduct,Personal / Contact,1,15.0,15.0
10,Purdue,Holding,Blocking / Holding,1,10.0,10.0
10,Purdue,Offside,Procedural,1,5.0,5.0
10,Purdue,Other / Unclassified,Administrative,1,9.0,9.0
10,Purdue,Other / Unclassified,Other,1,0.0,0.0
10,Purdue,Pass Interference,Personal / Contact,1,15.0,15.0
10,Purdue,Pass Interference,Procedural,1,7.0,7.0
10,Rice,False Start,Procedural,1,5.0,5.0
10,Rice,Holding,Blocking / Holding,3,59.0,19.67
10,Rice,Other / Unclassified,Other,2,87.0,43.5
10,Rice,Personal Foul,Personal / Contact,2,38.0,19.0
10,Rutgers,Delay of Game,Procedural,1,5.0,5.0
10,Rutgers,False Start,Procedural,1,5.0,5.0
10,Rutgers,Pass Interference,Personal / Contact,1,15.0,15.0
10,SMU,Holding,Blocking / Holding,2,16.0,8.0
10,SMU,Offside,Procedural,1,5.0,5.0
10,SMU,Other / Unclassified,Other,1,15.0,15.0
10,SMU,Pass Interference,Personal / Contact,1,11.0,11.0
10,Sam Houston,Delay of Game,Procedural,2,10.0,5.0
10,Sam Houston,Face Mask,Other,1,7.0,7.0
10,Sam Houston,False Start,Procedural,3,15.0,5.0
10,Sam Houston,Holding,Blocking / Holding,4,62.0,15.5
10,Sam Houston,Targeting,Personal / Contact,1,15.0,15.0
10,San Diego State,False Start,Procedural,1,5.0,5.0
10,San Diego State,Holding,Blocking / Holding,4,113.0,28.25
10,San Diego State,Pass Interference,Personal / Contact,1,66.0,66.0
10,San Jose St,False Start,Procedural,2,10.0,5.0
10,San Jose St,Holding,Blocking / Holding,2,43.0,21.5
10,San Jose St,Offside,Procedural,2,10.0,5.0
10,San Jose St,Personal Foul,Personal / Contact,1,6.0,6.0
10,San Jose St,Unsportsmanlike Conduct,Personal / Contact,2,16.0,8.0
10,South Alabama,Holding,Blocking / Holding,1,20.0,20.0
10,South Alabama,Illegal Formation,Procedural,1,8.0,8.0
10,South Alabama,Other / Unclassified,Blocking / Holding,1,40.0,40.0
10,South Alabama,Pass Interference,Personal / Contact,1,15.0,15.0
10,South Alabama,Roughing the Passer,Personal / Contact,1,15.0,15.0
10,South Carolina,Delay of Game,Procedural,1,5.0,5.0
10,South Carolina,False Start,Procedural,2,10.0,5.0
10,South Carolina,Holding,Blocking / Holding,1,0.0,0.0
10,South Carolina,Other / Unclassified,Administrative,1,20.0,20.0
10,South Carolina,Pass Interference,Personal / Contact,2,30.0,15.0
10,Stanford,False Start,Procedural,1,5.0,5.0
10,Stanford,Holding,Blocking / Holding,2,70.0,35.0
10,Stanford,Offside,Procedural,1,5.0,5.0
10,Stanford,Personal Foul,Personal / Contact,1,0.0,0.0
10,Stanford,Unsportsmanlike Conduct,Personal / Contact,1,25.0,25.0
10,Syracuse,Delay of Game,Procedural,3,15.0,5.0
10,Syracuse,Offside,Procedural,1,5.0,5.0
10,Syracuse,Pass Interference,Personal / Contact,1,11.0,11.0
10,Syracuse,Personal Foul,Personal / Contact,1,8.0,8.0
10,Temple,False Start,Procedural,1,5.0,5.0
10,Temple,Offside,Procedural,1,29.0,29.0
10,Temple,Pass Interference,Personal / Contact,1,15.0,15.0
10,Tennessee,Face Mask,Other,1,2.0,2.0
10,Tennessee,False Start,Procedural,1,5.0,5.0
10,Tennessee,Illegal Formation,Procedural,1,17.0,17.0
10,Tennessee,Offside,Procedural,1,5.0,5.0
10,Tennessee,Pass Interference,Personal / Contact,2,24.0,12.0
10,Tennessee,Personal Foul,Personal / Contact,1,15.0,15.0
