offense,defense,penalty_type,total_penalties,total_yards,average_yards_per_penalty
James Madison,Weber State,Pass Interference,2,8.0,4.0
James Madison,Georgia Southern,Illegal Formation,1,8.0,8.0
James Madison,Georgia Southern,Roughing the Passer,1,15.0,15.0
James Madison,Georgia State,False Start,1,5.0,5.0
James Madison,Georgia State,Holding,1,13.0,13.0
James Madison,Georgia State,Offside,1,5.0,5.0
James Madison,Georgia State,Personal Foul,1,15.0,15.0
James Madison,Georgia State,Roughing the Passer,1,15.0,15.0
James Madison,Liberty,False Start,1,5.0,5.0
James Madison,Liberty,Holding,1,0.0,0.0
James Madison,Liberty,Offside,1,5.0,5.0
James Madison,Liberty,Other / Unclassified,1,15.0,15.0
James Madison,Louisiana,Other / Unclassified,1,10.0,10.0
James Madison,Louisville,False Start,1,0.0,0.0
James Madison,Louisville,Illegal Formation,1,5.0,5.0
James Madison,Louisville,Pass Interference,1,15.0,15.0
James Madison,Marshall,Delay of Game,1,5.0,5.0
James Madison,Marshall,Holding,1,10.0,10.0
James Madison,Marshall,Offside,1,5.0,5.0
James Madison,Marshall,Other / Unclassified,1,3.0,3.0
James Madison,Marshall,Pass Interference,1,15.0,15.0
James Madison,Old Dominion,False Start,1,5.0,5.0
James Madison,Old Dominion,Personal Foul,1,15.0,15.0
James Madison,Old Dominion,Targeting,1,0.0,0.0
James Madison,Texas State,False Start,1,0.0,0.0
James Madison,Texas State,Holding,1,7.0,7.0
James Madison,Texas State,Offside,1,5.0,5.0
James Madison,Weber State,Personal Foul,1,8.0,8.0
Kansas,Fresno State,Holding,6,41.0,6.83
Kansas,Texas Tech,Holding,5,38.0,7.6
Kansas,Missouri,Other / Unclassified,3,45.0,15.0
Kansas,UCF,False Start,3,15.0,5.0
Kansas,Wagner,Other / Unclassified,3,23.0,7.67
Kansas,Fresno State,Pass Interference,2,0.0,0.0
Kansas,Texas Tech,Other / Unclassified,2,38.0,19.0
Kansas,Wagner,Holding,2,0.0,0.0
Kansas,Arizona,Delay of Game,1,5.0,5.0
Kansas,Arizona,Face Mask,1,3.0,3.0
Kansas,Arizona,Holding,1,10.0,10.0
Kansas,Arizona,Other / Unclassified,1,1.0,1.0
Kansas,Arizona,Unsportsmanlike Conduct,1,15.0,15.0
Kansas,Cincinnati,Delay of Game,1,4.0,4.0
Kansas,Cincinnati,False Start,1,4.0,4.0
Kansas,Cincinnati,Holding,1,11.0,11.0
Kansas,Cincinnati,Other / Unclassified,1,26.0,26.0
Kansas,Cincinnati,Pass Interference,1,6.0,6.0
Kansas,Cincinnati,Roughing the Passer,1,0.0,0.0
Kansas,Fresno State,Face Mask,1,15.0,15.0
Kansas,Fresno State,False Start,1,5.0,5.0
Kansas,Kansas State,False Start,1,5.0,5.0
Kansas,Kansas State,Holding,1,10.0,10.0
Kansas,Missouri,Offside,1,5.0,5.0
Kansas,Texas Tech,False Start,1,5.0,5.0
Kansas,Texas Tech,Unsportsmanlike Conduct,1,15.0,15.0
Kansas,UCF,Illegal Motion,1,3.0,3.0
Kansas,UCF,Unsportsmanlike Conduct,1,15.0,15.0
Kansas,Wagner,False Start,1,5.0,5.0
Kansas,Wagner,Illegal Formation,1,1.0,1.0
Kansas,Wagner,Offside,1,5.0,5.0
Kansas,Wagner,Pass Interference,1,15.0,15.0
Kansas,West Virginia,False Start,1,5.0,5.0
Kansas,West Virginia,Offside,1,2.0,2.0
Kansas,West Virginia,Other / Unclassified,1,0.0,0.0
Kansas State,Iowa State,Holding,3,63.0,21.0
Kansas State,Baylor,Face Mask,2,29.0,14.5
Kansas State,Kansas,Face Mask,2,17.0,8.5
Kansas State,Kansas,Holding,2,14.0,7.0
Kansas State,Army,Holding,1,0.0,0.0
Kansas State,Army,Illegal Formation,1,7.0,7.0
Kansas State,Baylor,Pass Interference,1,15.0,15.0
Kansas State,Baylor,Personal Foul,1,0.0,0.0
Kansas State,Iowa State,Delay of Game,1,0.0,0.0
Kansas State,Iowa State,False Start,1,0.0,0.0
Kansas State,Iowa State,Other / Unclassified,1,12.0,12.0
Kansas State,Kansas,Delay of Game,1,5.0,5.0
Kansas State,Kansas,Unsportsmanlike Conduct,1,13.0,13.0
Kansas State,North Dakota,Pass Interference,1,15.0,15.0
Kansas State,TCU,Delay of Game,1,5.0,5.0
Kansas State,TCU,False Start,1,5.0,5.0
Kansas State,TCU,Holding,1,19.0,19.0
Kansas State,TCU,Other / Unclassified,1,5.0,5.0
Kansas State,TCU,Pass Interference,1,9.0,9.0
Kansas State,TCU,Unsportsmanlike Conduct,1,15.0,15.0
Kansas State,Texas Tech,False Start,1,5.0,5.0
Kansas State,Texas Tech,Holding,1,8.0,8.0
Kansas State,UCF,Face Mask,1,15.0,15.0
Kansas State,UCF,Holding,1,0.0,0.0
Kansas State,UCF,Other / Unclassified,1,0.0,0.0
Kennesaw State,Arkansas State,Holding,4,0.0,0.0
Kennesaw State,Merrimack,Holding,4,51.0,12.75
Kennesaw State,New Mexico State,Holding,4,132.0,33.0
Kennesaw State,Merrimack,False Start,3,15.0,5.0
Kennesaw State,Merrimack,Other / Unclassified,3,57.0,19.0
Kennesaw State,Wake Forest,False Start,3,15.0,5.0
Kennesaw State,Wake Forest,Other / Unclassified,3,35.0,11.67
Kennesaw State,Louisiana Tech,Illegal Formation,2,46.0,23.0
Kennesaw State,Merrimack,Unsportsmanlike Conduct,2,25.0,12.5
Kennesaw State,Florida International,Delay of Game,1,5.0,5.0
Kennesaw State,Florida International,False Start,1,5.0,5.0
Kennesaw State,Florida International,Holding,1,27.0,27.0
Kennesaw State,Florida International,Illegal Formation,1,4.0,4.0
Kennesaw State,Florida International,Offside,1,4.0,4.0
Kennesaw State,Indiana,Pass Interference,1,15.0,15.0
Kennesaw State,Louisiana Tech,Delay of Game,1,5.0,5.0
Kennesaw State,Louisiana Tech,Holding,1,10.0,10.0
Kennesaw State,Louisiana Tech,Offside,1,5.0,5.0
Kennesaw State,Louisiana Tech,Roughing,1,15.0,15.0
Kennesaw State,Merrimack,Offside,1,5.0,5.0
Kennesaw State,Merrimack,Pass Interference,1,15.0,15.0
Kennesaw State,Middle Tennessee,False Start,1,5.0,5.0
Kennesaw State,Middle Tennessee,Other / Unclassified,1,0.0,0.0
Kennesaw State,Middle Tennessee,Pass Interference,1,15.0,15.0
Kennesaw State,New Mexico State,Delay of Game,1,5.0,5.0
Kennesaw State,New Mexico State,False Start,1,5.0,5.0
Kennesaw State,New Mexico State,Illegal Formation,1,1.0,1.0
Kennesaw State,UTEP,Holding,1,6.0,6.0
Kennesaw State,UTEP,Offside,1,5.0,5.0
Kennesaw State,UTEP,Pass Interference,1,15.0,15.0
Kennesaw State,UTEP,Roughing the Passer,1,17.0,17.0
Kennesaw State,UTEP,Targeting,1,6.0,6.0
Kennesaw State,UTEP,Unsportsmanlike Conduct,1,3.0,3.0
Kennesaw State,Wake Forest,Holding,1,50.0,50.0
Kent State,Bowling Green,Other / Unclassified,3,104.0,34.67
Kent State,Buffalo,False Start,3,12.0,4.0
Kent State,Florida State,Face Mask,3,21.0,7.0
Kent State,Merrimack,Other / Unclassified,3,40.0,13.33
Kent State,Oklahoma,False Start,3,11.0,3.67
Kent State,Toledo,Other / Unclassified,3,15.0,5.0
Kent State,Bowling Green,False Start,2,10.0,5.0
Kent State,Bowling Green,Holding,2,65.0,32.5
Kent State,Massachusetts,Pass Interference,2,0.0,0.0
Kent State,Merrimack,Delay of Game,2,10.0,5.0
Kent State,Merrimack,Unsportsmanlike Conduct,2,30.0,15.0
Kent State,Toledo,False Start,2,10.0,5.0
Kent State,Toledo,Holding,2,16.0,8.0
Kent State,Akron,Delay of Game,1,5.0,5.0
Kent State,Akron,False Start,1,5.0,5.0
Kent State,Akron,Other / Unclassified,1,28.0,28.0
Kent State,Ball State,Delay of Game,1,5.0,5.0
Kent State,Ball State,False Start,1,5.0,5.0
Kent State,Ball State,Illegal Formation,1,8.0,8.0
Kent State,Ball State,Unsportsmanlike Conduct,1,0.0,0.0
Kent State,Bowling Green,Personal Foul,1,15.0,15.0
Kent State,Buffalo,Face Mask,1,13.0,13.0
Kent State,Buffalo,Holding,1,10.0,10.0
Kent State,Buffalo,Illegal Formation,1,0.0,0.0
Kent State,Buffalo,Other / Unclassified,1,0.0,0.0
Kent State,Buffalo,Personal Foul,1,20.0,20.0
Kent State,Florida State,Delay of Game,1,5.0,5.0
Kent State,Florida State,Other / Unclassified,1,0.0,0.0
Kent State,Florida State,Roughing the Kicker,1,51.0,51.0
Kent State,Massachusetts,Delay of Game,1,0.0,0.0
Kent State,Massachusetts,False Start,1,0.0,0.0
Kent State,Massachusetts,Other / Unclassified,1,0.0,0.0
Kent State,Massachusetts,Roughing,1,0.0,0.0
Kent State,Massachusetts,Unsportsmanlike Conduct,1,7.0,7.0
Kent State,Merrimack,False Start,1,5.0,5.0
Kent State,Merrimack,Illegal Formation,1,2.0,2.0
Kent State,Oklahoma,Other / Unclassified,1,12.0,12.0
Kent State,Oklahoma,Pass Interference,1,15.0,15.0
Kent State,Texas Tech,Holding,1,8.0,8.0
Kent State,Texas Tech,Offside,1,2.0,2.0
Kentucky,Eastern Michigan,Holding,4,62.0,15.5
Kentucky,Georgia,Holding,3,31.0,10.33
Kentucky,Ole Miss,Holding,3,5.0,1.67
Kentucky,Ole Miss,Other / Unclassified,3,9.0,3.0
Kentucky,Tennessee,Offside,3,19.0,6.33
