week,drawn_team,penalty_type,penalty_category,total_penalties,total_yards,avg_yards_per_penalty
9,Texas A&M,Unsportsmanlike Conduct,Personal / Contact,2,1.0,0.5
9,Texas Tech,Face Mask,Other,1,2.0,2.0
9,Texas Tech,Illegal Formation,Procedural,1,2.0,2.0
9,Texas Tech,Pass Interference,Personal / Contact,1,15.0,15.0
9,Toledo,False Start,Procedural,1,5.0,5.0
9,Toledo,Holding,Blocking / Holding,2,28.0,14.0
9,Toledo,Offside,Procedural,1,5.0,5.0
9,Toledo,Other / Unclassified,Other,2,38.0,19.0
9,Troy,False Start,Procedural,2,10.0,5.0
9,Tulsa,Offside,Procedural,2,4.0,2.0
9,Tulsa,Other / Unclassified,Safety / Tackling,1,8.0,8.0
9,UCLA,Holding,Blocking / Holding,1,20.0,20.0
9,UCLA,Illegal Formation,Procedural,1,9.0,9.0
9,UCLA,Offside,Procedural,1,5.0,5.0
9,UCLA,Other / Unclassified,Blocking / Holding,1,65.0,65.0
9,UCLA,Pass Interference,Personal / Contact,4,57.0,14.25
9,UCLA,Personal Foul,Personal / Contact,1,11.0,11.0
9,UConn,False Start,Procedural,1,5.0,5.0
9,UL Monroe,Face Mask,Other,2,9.0,4.5
9,UL Monroe,Holding,Blocking / Holding,1,11.0,11.0
9,UL Monroe,Illegal Formation,Procedural,1,46.0,46.0
9,UL Monroe,Offside,Procedural,1,5.0,5.0
9,UL Monroe,Other / Unclassified,Administrative,1,2.0,2.0
9,UL Monroe,Pass Interference,Personal / Contact,2,28.0,14.0
9,UL Monroe,Roughing the Passer,Personal / Contact,1,15.0,15.0
9,UL Monroe,Targeting,Personal / Contact,1,34.0,34.0
9,Utah,Holding,Blocking / Holding,1,0.0,0.0
9,Utah,Offside,Procedural,1,5.0,5.0
9,Utah,Other / Unclassified,Safety / Tackling,1,8.0,8.0
9,Utah,Personal Foul,Personal / Contact,1,1.0,1.0
9,Utah State,Holding,Blocking / Holding,2,26.0,13.0
9,Utah State,Illegal Formation,Procedural,1,3.0,3.0
9,Utah State,Offside,Procedural,1,5.0,5.0
9,Utah State,Pass Interference,Personal / Contact,1,15.0,15.0
9,Vanderbilt,False Start,Procedural,1,5.0,5.0
9,Vanderbilt,Holding,Blocking / Holding,1,5.0,5.0
9,Vanderbilt,Other / Unclassified,Other,3,33.0,11.0
9,Vanderbilt,Pass Interference,Personal / Contact,2,23.0,11.5
9,Virginia,Face Mask,Other,1,7.0,7.0
9,Virginia,False Start,Procedural,1,5.0,5.0
9,Virginia,Holding,Blocking / Holding,2,29.0,14.5
9,Virginia,Illegal Motion,Other,1,3.0,3.0
9,Virginia,Other / Unclassified,Administrative,1,5.0,5.0
9,Virginia,Pass Interference,Personal / Contact,1,11.0,11.0
9,Virginia,Roughing the Passer,Personal / Contact,2,22.0,11.0
9,Virginia Tech,False Start,Procedural,3,15.0,5.0
9,Virginia Tech,Holding,Blocking / Holding,3,23.0,7.67
9,Virginia Tech,Other / Unclassified,Administrative,1,6.0,6.0
9,Virginia Tech,Other / Unclassified,Blocking / Holding,1,51.0,51.0
9,Virginia Tech,Other / Unclassified,Other,3,26.0,8.67
9,Virginia Tech,Roughing the Passer,Personal / Contact,1,8.0,8.0
9,Virginia Tech,Targeting,Personal / Contact,2,35.0,17.5
9,Wake Forest,Face Mask,Other,2,11.0,5.5
9,Wake Forest,False Start,Procedural,2,10.0,5.0
9,Wake Forest,Holding,Blocking / Holding,1,10.0,10.0
9,Wake Forest,Illegal Formation,Procedural,2,13.0,6.5
9,Wake Forest,Other / Unclassified,Administrative,2,5.0,2.5
9,Wake Forest,Other / Unclassified,Other,1,10.0,10.0
9,Wake Forest,Pass Interference,Personal / Contact,2,26.0,13.0
9,Wake Forest,Personal Foul,Personal / Contact,1,11.0,11.0
9,Washington,False Start,Procedural,2,10.0,5.0
9,Washington,Offside,Procedural,1,12.0,12.0
9,Washington,Other / Unclassified,Administrative,1,0.0,0.0
9,Washington,Pass Interference,Personal / Contact,2,19.0,9.5
9,Washington,Roughing the Passer,Personal / Contact,1,19.0,19.0
9,Washington,Unsportsmanlike Conduct,Personal / Contact,2,19.0,9.5
9,Washington State,Face Mask,Other,1,12.0,12.0
9,Washington State,False Start,Procedural,1,5.0,5.0
9,Washington State,Holding,Blocking / Holding,1,0.0,0.0
9,Washington State,Offside,Procedural,2,6.0,3.0
9,Washington State,Other / Unclassified,Other,1,5.0,5.0
9,Washington State,Pass Interference,Personal / Contact,2,30.0,15.0
9,West Virginia,False Start,Procedural,3,15.0,5.0
9,West Virginia,Holding,Blocking / Holding,3,64.0,21.33
9,West Virginia,Illegal Formation,Procedural,1,28.0,28.0
9,West Virginia,Pass Interference,Personal / Contact,1,15.0,15.0
9,West Virginia,Pass Interference,Procedural,1,0.0,0.0
9,Western Kentucky,Delay of Game,Procedural,1,5.0,5.0
9,Western Kentucky,Face Mask,Other,1,11.0,11.0
9,Western Kentucky,Holding,Blocking / Holding,3,27.0,9.0
9,Western Kentucky,Offside,Procedural,1,5.0,5.0
9,Western Kentucky,Other / Unclassified,Other,1,5.0,5.0
9,Western Michigan,False Start,Procedural,1,5.0,5.0
9,Wisconsin,Face Mask,Other,1,10.0,10.0
9,Wisconsin,False Start,Procedural,2,10.0,5.0
9,Wisconsin,Holding,Blocking / Holding,2,49.0,24.5
9,Wisconsin,Illegal Formation,Procedural,1,41.0,41.0
9,Wisconsin,Offside,Procedural,3,32.0,10.67
9,Wisconsin,Other / Unclassified,Other,1,5.0,5.0
9,Wisconsin,Other / Unclassified,Procedural,1,5.0,5.0
9,Wisconsin,Personal Foul,Personal / Contact,1,15.0,15.0
9,Wyoming,Delay of Game,Procedural,1,1.0,1.0
9,Wyoming,False Start,Procedural,1,5.0,5.0
9,Wyoming,Holding,Blocking / Holding,3,70.0,23.33
9,Wyoming,Personal Foul,Personal / Contact,1,10.0,10.0
10,Air Force,Illegal Formation,Procedural,1,16.0,16.0
10,Air Force,Pass Interference,Personal / Contact,2,30.0,15.0
10,Air Force,Personal Foul,Personal / Contact,1,6.0,6.0
10,Arizona,Delay of Game,Procedural,3,15.0,5.0
10,Arizona,False Start,Procedural,1,5.0,5.0
10,Arizona,Holding,Blocking / Holding,4,74.0,18.5
10,Arizona,Illegal Formation,Procedural,1,2.0,2.0
10,Arizona,Offside,Procedural,2,12.0,6.0
10,Arizona,Other / Unclassified,Administrative,1,75.0,75.0
10,Arizona,Other / Unclassified,Other,1,0.0,0.0
10,Arizona,Unsportsmanlike Conduct,Personal / Contact,1,10.0,10.0
10,Arizona State,False Start,Procedural,2,9.0,4.5
10,Arizona State,Holding,Blocking / Holding,1,2.0,2.0
10,Arizona State,Other / Unclassified,Blocking / Holding,1,65.0,65.0
10,Arizona State,Pass Interference,Personal / Contact,1,15.0,15.0
10,Arizona State,Personal Foul,Personal / Contact,1,21.0,21.0
10,Arizona State,Roughing the Passer,Personal / Contact,1,7.0,7.0
10,Arizona State,Unsportsmanlike Conduct,Personal / Contact,1,9.0,9.0
10,Arkansas,False Start,Procedural,2,10.0,5.0
10,Arkansas,Other / Unclassified,Other,1,5.0,5.0
10,Arkansas,Pass Interference,Personal / Contact,1,15.0,15.0
10,Arkansas,Roughing the Passer,Personal / Contact,1,15.0,15.0
10,Arkansas State,Holding,Blocking / Holding,3,99.0,33.0
10,Arkansas State,Offside,Procedural,1,5.0,5.0
10,Arkansas State,Personal Foul,Personal / Contact,1,40.0,40.0
10,Army,Illegal Formation,Procedural,1,2.0,2.0
10,Army,Roughing the Passer,Personal / Contact,1,13.0,13.0
10,Auburn,False Start,Procedural,2,10.0,5.0
10,Auburn,Holding,Blocking / Holding,1,10.0,10.0
10,Auburn,Offside,Procedural,1,4.0,4.0
10,Baylor,Delay of Game,Procedural,3,15.0,5.0
10,Baylor,False Start,Procedural,3,15.0,5.0
10,Baylor,Holding,Blocking / Holding,2,11.0,5.5
10,Baylor,Illegal Motion,Other,1,5.0,5.0
10,Baylor,Other / Unclassified,Administrative,1,0.0,0.0
10,Baylor,Other / Unclassified,Blocking / Holding,1,15.0,15.0
10,Baylor,Other / Unclassified,Other,2,25.0,12.5
10,Baylor,Pass Interference,Personal / Contact,1,15.0,15.0
10,Baylor,Personal Foul,Personal / Contact,1,4.0,4.0
10,Boise State,Delay of Game,Procedural,1,5.0,5.0
10,Boise State,False Start,Procedural,6,30.0,5.0
10,Boise State,Holding,Blocking / Holding,3,86.0,28.67
10,Boise State,Other / Unclassified,Other,2,17.0,8.5
10,Boise State,Pass Interference,Personal / Contact,2,30.0,15.0
10,Boise State,Roughing the Passer,Personal / Contact,1,15.0,15.0
10,Boise State,Unsportsmanlike Conduct,Personal / Contact,1,15.0,15.0
10,Boston College,Delay of Game,Procedural,1,5.0,5.0
10,Boston College,False Start,Procedural,1,5.0,5.0
10,Boston College,Holding,Blocking / Holding,1,20.0,20.0
10,Boston College,Offside,Procedural,1,9.0,9.0
10,Boston College,Pass Interference,Personal / Contact,1,15.0,15.0
10,Boston College,Personal Foul,Personal / Contact,2,26.0,13.0
10,Boston College,Roughing the Passer,Personal / Contact,1,12.0,12.0
10,Bowling Green,Delay of Game,Procedural,1,5.0,5.0
10,Bowling Green,False Start,Procedural,1,5.0,5.0
10,Bowling Green,Holding,Blocking / Holding,1,12.0,12.0
10,Bowling Green,Pass Interference,Personal / Contact,2,30.0,15.0
10,California,False Start,Procedural,1,5.0,5.0
10,California,Holding,Blocking / Holding,1,3.0,3.0
10,Central Michigan,Delay of Game,Procedural,1,5.0,5.0
10,Central Michigan,Holding,Blocking / Holding,4,52.0,13.0
10,Central Michigan,Offside,Procedural,1,5.0,5.0
10,Central Michigan,Other / Unclassified,Other,1,30.0,30.0
10,Central Michigan,Pass Interference,Personal / Contact,1,8.0,8.0
10,Central Michigan,Roughing the Passer,Personal / Contact,1,6.0,6.0
10,Central Michigan,Targeting,Personal / Contact,1,2.0,2.0
10,Central Michigan,Unsportsmanlike Conduct,Personal / Contact,2,6.0,3.0
10,Cincinnati,Face Mask,Other,2,11.0,5.5
10,Cincinnati,False Start,Procedural,2,10.0,5.0
10,Cincinnati,Holding,Blocking / Holding,1,5.0,5.0
10,Cincinnati,Illegal Motion,Other,1,6.0,6.0
10,Cincinnati,Offside,Procedural,1,5.0,5.0
10,Cincinnati,Pass Interference,Personal / Contact,2,30.0,15.0
10,Clemson,Delay of Game,Procedural,1,5.0,5.0
10,Clemson,Face Mask,Other,1,0.0,0.0
10,Clemson,False Start,Procedural,1,5.0,5.0
10,Clemson,Holding,Blocking / Holding,3,28.0,9.33
10,Clemson,Offside,Procedural,2,10.0,5.0
10,Clemson,Pass Interference,Personal / Contact,2,25.0,12.5
10,Coastal Carolina,Face Mask,Other,1,1.0,1.0
10,Coastal Carolina,False Start,Procedural,1,5.0,5.0
10,Coastal Carolina,Holding,Blocking / Holding,5,188.0,37.6
10,Coastal Carolina,Offside,Procedural,2,8.0,4.0
10,Coastal Carolina,Other / Unclassified,Administrative,1,13.0,13.0
10,Coastal Carolina,Other / Unclassified,Blocking / Holding,1,3.0,3.0
10,Coastal Carolina,Personal Foul,Personal / Contact,1,19.0,19.0
10,Coastal Carolina,Unsportsmanlike Conduct,Personal / Contact,1,3.0,3.0
10,Colorado,False Start,Procedural,1,5.0,5.0
10,Colorado,Holding,Blocking / Holding,2,53.0,26.5
10,Colorado,Offside,Procedural,1,5.0,5.0
10,Colorado,Other / Unclassified,Administrative,1,5.0,5.0
10,Colorado,Other / Unclassified,Other,1,41.0,41.0
10,Colorado,Roughing the Passer,Personal / Contact,1,15.0,15.0
10,Colorado,Targeting,Personal / Contact,1,15.0,15.0
10,Delaware,Other / Unclassified,Other,1,35.0,35.0
10,Duke,False Start,Procedural,1,5.0,5.0
10,Duke,Holding,Blocking / Holding,1,20.0,20.0
10,Duke,Offside,Procedural,1,5.0,5.0
10,Duke,Other / Unclassified,Blocking / Holding,2,60.0,30.0
10,Duke,Pass Interference,Personal / Contact,2,20.0,10.0
10,East Carolina,False Start,Procedural,1,5.0,5.0
10,East Carolina,Offside,Procedural,1,29.0,29.0
10,East Carolina,Pass Interference,Personal / Contact,1,15.0,15.0
10,Florida,False Start,Procedural,2,10.0,5.0
10,Florida,Holding,Blocking / Holding,2,18.0,9.0
10,Florida,Pass Interference,Personal / Contact,1,15.0,15.0
10,Florida International,Holding,Blocking / Holding,1,8.0,8.0
10,Florida International,Personal Foul,Personal / Contact,1,20.0,20.0
10,Florida State,False Start,Procedural,3,15.0,5.0
10,Florida State,Holding,Blocking / Holding,2,78.0,39.0
10,Florida State,Other / Unclassified,Administrative,1,4.0,4.0
10,Florida State,Other / Unclassified,Other,1,5.0,5.0
10,Florida State,Pass Interference,Personal / Contact,1,29.0,29.0
10,Florida State,Personal Foul,Personal / Contact,2,23.0,11.5
10,Florida State,Unsportsmanlike Conduct,Personal / Contact,1,20.0,20.0
10,Fresno State,False Start,Procedural,2,10.0,5.0
10,Fresno State,Holding,Blocking / Holding,1,0.0,0.0
10,Fresno State,Other / Unclassified,Administrative,1,45.0,45.0
10,Georgia,False Start,Procedural,1,5.0,5.0
10,Georgia,Holding,Blocking / Holding,1,11.0,11.0
10,Georgia,Offside,Procedural,1,5.0,5.0
10,Georgia,Other / Unclassified,Other,1,46.0,46.0
10,Georgia,Pass Interference,Personal / Contact,2,20.0,10.0
10,Georgia,Targeting,Personal / Contact,1,7.0,7.0
10,Georgia Tech,Pass Interference,Personal / Contact,1,2.0,2.0
10,Hawai'i,False Start,Procedural,2,10.0,5.0
10,Hawai'i,Holding,Blocking / Holding,2,43.0,21.5
10,Hawai'i,Offside,Procedural,2,10.0,5.0
10,Hawai'i,Personal Foul,Personal / Contact,1,6.0,6.0
10,Hawai'i,Unsportsmanlike Conduct,Personal / Contact,2,16.0,8.0
10,Houston,Face Mask,Other,1,55.0,55.0
10,Houston,False Start,Procedural,2,10.0,5.0
10,Houston,Other / Unclassified,Other,1,2.0,2.0
10,Illinois,Delay of Game,Procedural,1,5.0,5.0
10,Illinois,False Start,Procedural,1,5.0,5.0
10,Illinois,Pass Interference,Personal / Contact,1,15.0,15.0
10,Indiana,False Start,Procedural,1,5.0,5.0
10,Iowa State,False Start,Procedural,1,5.0,5.0
10,Iowa State,Holding,Blocking / Holding,5,131.0,26.2
10,Iowa State,Other / Unclassified,Administrative,1,0.0,0.0
10,Iowa State,Pass Interference,Personal / Contact,3,31.0,10.33
10,Iowa State,Personal Foul,Personal / Contact,1,15.0,15.0
10,Jacksonville State,Holding,Blocking / Holding,1,7.0,7.0
10,Jacksonville State,Other / Unclassified,Administrative,1,2.0,2.0
10,James Madison,Offside,Procedural,1,5.0,5.0
10,Kansas,Other / Unclassified,Procedural,1,16.0,16.0
10,Kansas,Targeting,Personal / Contact,2,22.0,11.0
10,Kansas State,False Start,Procedural,3,15.0,5.0
10,Kansas State,Holding,Blocking / Holding,1,0.0,0.0
10,Kansas State,Offside,Procedural,1,1.0,1.0
10,Kansas State,Other / Unclassified,Procedural,1,6.0,6.0
10,Kennesaw State,Delay of Game,Procedural,1,5.0,5.0
10,Kennesaw State,Holding,Blocking / Holding,3,71.0,23.67
10,Kennesaw State,Illegal Formation,Procedural,1,0.0,0.0
10,Kennesaw State,Other / Unclassified,Other,1,0.0,0.0
10,Kennesaw State,Pass Interference,Personal / Contact,1,15.0,15.0
10,Kennesaw State,Roughing the Passer,Personal / Contact,2,31.0,15.5
10,Kennesaw State,Targeting,Personal / Contact,1,6.0,6.0
10,Kentucky,False Start,Procedural,1,5.0,5.0
10,Kentucky,Holding,Blocking / Holding,3,57.0,19.0
10,Liberty,Other / Unclassified,Administrative,1,30.0,30.0
10,Liberty,Other / Unclassified,Procedural,1,5.0,5.0
10,Liberty,Pass Interference,Personal / Contact,1,7.0,7.0
10,Liberty,Personal Foul,Personal / Contact,1,22.0,22.0
10,Louisiana,Holding,Blocking / Holding,1,20.0,20.0
10,Louisiana,Illegal Formation,Procedural,1,8.0,8.0
10,Louisiana,Other / Unclassified,Blocking / Holding,1,40.0,40.0
10,Louisiana,Pass Interference,Personal / Contact,1,15.0,15.0
10,Louisiana,Roughing the Passer,Personal / Contact,1,15.0,15.0
10,Louisiana Tech,Delay of Game,Procedural,2,10.0,5.0
10,Louisiana Tech,Face Mask,Other,1,7.0,7.0
10,Louisiana Tech,False Start,Procedural,3,15.0,5.0
10,Louisiana Tech,Holding,Blocking / Holding,4,62.0,15.5
10,Louisiana Tech,Targeting,Personal / Contact,1,15.0,15.0
10,Louisville,Face Mask,Other,1,15.0,15.0
10,Louisville,False Start,Procedural,1,0.0,0.0
10,Louisville,Other / Unclassified,Procedural,1,7.0,7.0
10,Maryland,False Start,Procedural,2,10.0,5.0
10,Maryland,Holding,Blocking / Holding,3,64.0,21.33
10,Memphis,False Start,Procedural,1,5.0,5.0
10,Memphis,Holding,Blocking / Holding,3,59.0,19.67
10,Memphis,Other / Unclassified,Other,2,87.0,43.5
10,Memphis,Personal Foul,Personal / Contact,2,38.0,19.0
10,Miami,Holding,Blocking / Holding,2,16.0,8.0
10,Miami,Offside,Procedural,1,5.0,5.0
10,Miami,Other / Unclassified,Other,1,15.0,15.0
10,Miami,Pass Interference,Personal / Contact,1,11.0,11.0
10,Michigan,Holding,Blocking / Holding,1,10.0,10.0
10,Michigan,Offside,Procedural,1,5.0,5.0
10,Michigan,Other / Unclassified,Administrative,1,9.0,9.0
10,Michigan,Other / Unclassified,Other,1,0.0,0.0
10,Michigan,Pass Interference,Personal / Contact,1,15.0,15.0
10,Michigan,Pass Interference,Procedural,1,7.0,7.0
10,Michigan State,Face Mask,Other,2,16.0,8.0
10,Michigan State,Illegal Formation,Procedural,1,37.0,37.0
10,Michigan State,Offside,Procedural,2,10.0,5.0
10,Michigan State,Pass Interference,Personal / Contact,4,39.0,9.75
10,Middle Tennessee,Face Mask,Other,1,34.0,34.0
10,Middle Tennessee,Holding,Blocking / Holding,1,45.0,45.0
10,Minnesota,Delay of Game,Procedural,1,5.0,5.0
10,Minnesota,False Start,Procedural,1,5.0,5.0
10,Minnesota,Holding,Blocking / Holding,2,35.0,17.5
10,Mississippi State,Face Mask,Other,1,43.0,43.0
10,Mississippi State,Holding,Blocking / Holding,6,86.0,14.33
10,Mississippi State,Illegal Formation,Procedural,1,10.0,10.0
10,Mississippi State,Offside,Procedural,1,45.0,45.0
10,Mississippi State,Other / Unclassified,Administrative,1,0.0,0.0
10,Mississippi State,Other / Unclassified,Other,1,0.0,0.0
10,Mississippi State,Pass Interference,Personal / Contact,1,12.0,12.0
10,Mississippi State,Personal Foul,Personal / Contact,1,67.0,67.0
10,Mississippi State,Roughing the Passer,Personal / Contact,1,33.0,33.0
10,Mississippi State,Targeting,Personal / Contact,1,5.0,5.0
10,Mississippi State,Unsportsmanlike Conduct,Personal / Contact,2,30.0,15.0
10,Missouri State,Delay of Game,Procedural,3,15.0,5.0
10,Missouri State,False Start,Procedural,1,5.0,5.0
10,Missouri State,Holding,Blocking / Holding,1,53.0,53.0
10,Missouri State,Offside,Procedural,1,27.0,27.0
10,Missouri State,Other / Unclassified,Other,1,45.0,45.0
10,Missouri State,Pass Interference,Personal / Contact,1,15.0,15.0
10,Missouri State,Roughing the Passer,Personal / Contact,1,11.0,11.0
10,Missouri State,Unsportsmanlike Conduct,Personal / Contact,1,15.0,15.0
10,NC State,Face Mask,Other,1,69.0,69.0
10,NC State,False Start,Procedural,4,19.0,4.75
10,NC State,Holding,Blocking / Holding,2,53.0,26.5
10,NC State,Pass Interference,Personal / Contact,2,15.0,7.5
10,NC State,Targeting,Personal / Contact,2,30.0,15.0
10,Navy,Holding,Blocking / Holding,1,10.0,10.0
10,Navy,Offside,Procedural,3,62.0,20.67
10,Nebraska,Delay of Game,Procedural,1,5.0,5.0
10,Nebraska,False Start,Procedural,3,14.0,4.67
10,Nebraska,Offside,Procedural,1,17.0,17.0
10,Nebraska,Other / Unclassified,Other,2,0.0,0.0
10,Nebraska,Pass Interference,Personal / Contact,1,15.0,15.0
10,Nebraska,Pass Interference,Procedural,1,15.0,15.0
10,New Mexico,Delay of Game,Procedural,1,5.0,5.0
10,New Mexico,Holding,Blocking / Holding,3,74.0,24.67
10,New Mexico,Offside,Procedural,2,19.0,9.5
10,New Mexico,Pass Interference,Personal / Contact,2,60.0,30.0
10,New Mexico,Personal Foul,Personal / Contact,1,15.0,15.0
10,New Mexico State,Holding,Blocking / Holding,1,1.0,1.0
10,New Mexico State,Personal Foul,Personal / Contact,1,15.0,15.0
10,North Carolina,Delay of Game,Procedural,3,15.0,5.0
10,North Carolina,Offside,Procedural,1,5.0,5.0
10,North Carolina,Pass Interference,Personal / Contact,1,11.0,11.0
10,North Carolina,Personal Foul,Personal / Contact,1,8.0,8.0
10,North Texas,Delay of Game,Procedural,1,5.0,5.0
10,North Texas,False Start,Procedural,3,15.0,5.0
10,North Texas,Holding,Blocking / Holding,2,14.0,7.0
10,North Texas,Offside,Procedural,2,31.0,15.5
10,North Texas,Other / Unclassified,Other,1,11.0,11.0
10,Notre Dame,False Start,Procedural,2,10.0,5.0
10,Notre Dame,Holding,Blocking / Holding,1,10.0,10.0
10,Notre Dame,Offside,Procedural,1,5.0,5.0
10,Notre Dame,Other / Unclassified,Other,1,0.0,0.0
10,Notre Dame,Personal Foul,Personal / Contact,1,15.0,15.0
10,Notre Dame,Roughing the Passer,Personal / Contact,1,19.0,19.0
10,Notre Dame,Unsportsmanlike Conduct,Personal / Contact,1,6.0,6.0
10,Ohio State,Illegal Motion,Other,1,14.0,14.0
10,Ohio State,Pass Interference,Personal / Contact,1,15.0,15.0
10,Oklahoma,Face Mask,Other,1,2.0,2.0
10,Oklahoma,False Start,Procedural,1,5.0,5.0
10,Oklahoma,Illegal Formation,Procedural,1,17.0,17.0
10,Oklahoma,Offside,Procedural,1,5.0,5.0
10,Oklahoma,Pass Interference,Personal / Contact,2,24.0,12.0
10,Oklahoma,Personal Foul,Personal / Contact,1,15.0,15.0
10,Oklahoma,Roughing the Passer,Personal / Contact,1,15.0,15.0
10,Oklahoma State,Face Mask,Other,1,3.0,3.0
10,Oklahoma State,Offside,Procedural,1,45.0,45.0
10,Oklahoma State,Pass Interference,Personal / Contact,1,29.0,29.0
10,Old Dominion,False Start,Procedural,4,6.0,1.5
10,Old Dominion,Holding,Blocking / Holding,1,31.0,31.0
10,Old Dominion,Offside,Procedural,1,5.0,5.0
10,Old Dominion,Unsportsmanlike Conduct,Personal / Contact,1,2.0,2.0
10,Ole Miss,Delay of Game,Procedural,1,5.0,5.0
10,Ole Miss,False Start,Procedural,2,10.0,5.0
10,Ole Miss,Holding,Blocking / Holding,1,0.0,0.0
10,Ole Miss,Other / Unclassified,Administrative,1,20.0,20.0
10,Ole Miss,Pass Interference,Personal / Contact,2,30.0,15.0
10,Oregon State,False Start,Procedural,2,10.0,5.0
10,Oregon State,Holding,Blocking / Holding,3,59.0,19.67
10,Oregon State,Offside,Procedural,1,1.0,1.0
10,Oregon State,Other / Unclassified,Administrative,1,5.0,5.0
10,Oregon State,Unsportsmanlike Conduct,Personal / Contact,1,9.0,9.0
10,Penn State,Other / Unclassified,Other,1,43.0,43.0
10,Penn State,Roughing the Passer,Personal / Contact,1,15.0,15.0
10,Penn State,Targeting,Personal / Contact,1,15.0,15.0
10,Pittsburgh,False Start,Procedural,1,5.0,5.0
10,Pittsburgh,Holding,Blocking / Holding,2,70.0,35.0
10,Pittsburgh,Offside,Procedural,1,5.0,5.0
10,Pittsburgh,Personal Foul,Personal / Contact,1,0.0,0.0
10,Pittsburgh,Unsportsmanlike Conduct,Personal / Contact,1,25.0,25.0
10,Purdue,Offside,Procedural,1,60.0,60.0
10,Purdue,Other / Unclassified,Other,1,6.0,6.0
10,Rice,Holding,Blocking / Holding,1,10.0,10.0
10,Rice,Other / Unclassified,Other,1,5.0,5.0
10,Rice,Roughing the Passer,Personal / Contact,1,13.0,13.0
10,Rutgers,Holding,Blocking / Holding,2,11.0,5.5
10,Rutgers,Offside,Procedural,1,7.0,7.0
10,Rutgers,Pass Interference,Procedural,1,23.0,23.0
10,SMU,False Start,Procedural,4,20.0,5.0
10,SMU,Holding,Blocking / Holding,3,18.0,6.0
10,SMU,Other / Unclassified,Administrative,1,30.0,30.0
10,SMU,Other / Unclassified,Other,1,5.0,5.0
10,SMU,Pass Interference,Personal / Contact,1,15.0,15.0
10,SMU,Roughing the Passer,Personal / Contact,1,18.0,18.0
10,Sam Houston,Other / Unclassified,Blocking / Holding,1,41.0,41.0
10,Sam Houston,Other / Unclassified,Other,2,90.0,45.0
10,Sam Houston,Unsportsmanlike Conduct,Personal / Contact,3,45.0,15.0
10,San Diego State,False Start,Procedural,2,6.0,3.0
10,San Diego State,Holding,Blocking / Holding,1,10.0,10.0
10,San Diego State,Offside,Procedural,2,22.0,11.0
10,San Diego State,Pass Interference,Personal / Contact,1,15.0,15.0
10,San Diego State,Personal Foul,Personal / Contact,2,109.0,54.5
10,San Jose St,False Start,Procedural,2,10.0,5.0
10,San Jose St,Holding,Blocking / Holding,2,11.0,5.5
10,San Jose St,Offside,Procedural,3,85.0,28.33
10,San Jose St,Other / Unclassified,Administrative,2,12.0,6.0
10,San Jose St,Other / Unclassified,Other,2,0.0,0.0
10,San Jose St,Personal Foul,Personal / Contact,1,6.0,6.0
10,South Alabama,Delay of Game,Procedural,1,5.0,5.0
10,South Alabama,Face Mask,Other,1,6.0,6.0
10,South Alabama,False Start,Procedural,2,10.0,5.0
10,South Alabama,Illegal Motion,Other,1,22.0,22.0
10,South Alabama,Offside,Procedural,3,6.0,2.0
10,South Alabama,Other / Unclassified,Other,1,1.0,1.0
10,South Alabama,Personal Foul,Personal / Contact,1,62.0,62.0
10,South Carolina,Holding,Blocking / Holding,1,17.0,17.0
10,South Carolina,Illegal Formation,Procedural,1,1.0,1.0
10,South Carolina,Personal Foul,Personal / Contact,1,1.0,1.0
10,South Carolina,Unsportsmanlike Conduct,Personal / Contact,1,15.0,15.0
10,Stanford,Delay of Game,Procedural,1,5.0,5.0
10,Stanford,False Start,Procedural,1,5.0,5.0
10,Stanford,Holding,Blocking / Holding,3,37.0,12.33
10,Stanford,Pass Interference,Personal / Contact,2,26.0,13.0
10,Stanford,Personal Foul,Personal / Contact,2,19.0,9.5
10,Stanford,Roughing the Passer,Personal / Contact,1,31.0,31.0
10,Stanford,Unsportsmanlike Conduct,Personal / Contact,1,15.0,15.0
10,Syracuse,False Start,Procedural,1,5.0,5.0
10,Syracuse,Personal Foul,Personal / Contact,1,2.0,2.0
10,Temple,False Start,Procedural,1,5.0,5.0
10,Temple,Holding,Blocking / Holding,3,40.0,13.33
10,Temple,Offside,Procedural,1,20.0,20.0
10,Temple,Other / Unclassified,Administrative,1,47.0,47.0
10,Tennessee,Delay of Game,Procedural,1,5.0,5.0
10,Tennessee,False Start,Procedural,3,15.0,5.0
10,Tennessee,Holding,Blocking / Holding,3,16.0,5.33
10,Tennessee,Illegal Formation,Procedural,1,3.0,3.0
10,Tennessee,Personal Foul,Personal / Contact,1,3.0,3.0
10,Texas,Delay of Game,Procedural,1,5.0,5.0
10,Texas,Face Mask,Other,1,1.0,1.0
10,Texas,False Start,Procedural,1,5.0,5.0
10,Texas,Holding,Blocking / Holding,3,12.0,4.0
10,Texas,Offside,Procedural,2,10.0,5.0
10,Texas,Other / Unclassified,Other,1,33.0,33.0
10,Texas,Personal Foul,Personal / Contact,2,36.0,18.0
10,Texas State,Face Mask,Other,1,6.0,6.0
10,Texas State,False Start,Procedural,2,5.0,2.5
10,Texas State,Holding,Blocking / Holding,2,11.0,5.5
10,Texas State,Other / Unclassified,Administrative,3,51.0,17.0
10,Texas State,Other / Unclassified,Other,1,3.0,3.0
10,Texas Tech,False Start,Procedural,1,5.0,5.0
